,Name,Age,Weight,Height,rank_position,slug_game,discipline_title,Sport
13796,Maximilian LEVY,29.0,87.0,182.0,9.0,rio-2016,Cycling Track,Cycling Track
13797,Maximilian LEVY,29.0,87.0,182.0,9.0,rio-2016,Cycling Track,Cycling Track
13824,Dilshod NAZAROV,34.0,120.0,187.0,1.0,rio-2016,Athletics,Athletics
13825,Ivan TIKHON,40.0,110.0,186.0,2.0,rio-2016,Athletics,Athletics
13826,Wojciech NOWICKI,27.0,128.0,196.0,3.0,rio-2016,Athletics,Athletics
13833,Serghei MARGHIEV,23.0,97.0,195.0,10.0,rio-2016,Athletics,Athletics
13839,Shannon ROWBURY,31.0,52.0,166.0,4.0,rio-2016,Athletics,Athletics
13840,Sifan HASSAN,23.0,49.0,170.0,5.0,rio-2016,Athletics,Athletics
13841,Sifan HASSAN,23.0,49.0,170.0,5.0,rio-2016,Athletics,Athletics
13843,Laura MUIR,23.0,49.0,161.0,7.0,rio-2016,Athletics,Athletics
13846,Sofia ENNAOUI,20.0,42.0,158.0,10.0,rio-2016,Athletics,Athletics
13851,Derek DROUIN,26.0,83.0,196.0,1.0,rio-2016,Athletics,Athletics
13853,Bohdan BONDARENKO,26.0,77.0,198.0,3.0,rio-2016,Athletics,Athletics
13854,Andriy PROTSENKO,28.0,80.0,194.0,4.0,rio-2016,Athletics,Athletics
13855,Robert GRABARZ,28.0,81.0,191.0,4.0,rio-2016,Athletics,Athletics
13858,Kyriakos IOANNOU,32.0,74.0,196.0,7.0,rio-2016,Athletics,Athletics
13859,Donald THOMAS,32.0,81.0,191.0,7.0,rio-2016,Athletics,Athletics
13866,David RUDISHA,27.0,76.0,190.0,1.0,rio-2016,Athletics,Athletics
13867,Taoufik MAKHLOUFI,28.0,67.0,170.0,2.0,rio-2016,Athletics,Athletics
13868,Taoufik MAKHLOUFI,28.0,67.0,170.0,2.0,rio-2016,Athletics,Athletics
13869,Clayton MURPHY,21.0,68.0,180.0,3.0,rio-2016,Athletics,Athletics
13870,Pierre-Ambroise BOSSE,24.0,68.0,185.0,4.0,rio-2016,Athletics,Athletics
13872,Marcin LEWANDOWSKI,29.0,64.0,179.0,6.0,rio-2016,Athletics,Athletics
13873,Alfred KIPKETER,19.0,60.0,167.0,7.0,rio-2016,Athletics,Athletics
13874,Boris BERIAN,23.0,70.0,183.0,8.0,rio-2016,Athletics,Athletics
13878,Sophie HITCHON,25.0,75.0,170.0,3.0,rio-2016,Athletics,Athletics
13879,Betty HEIDLER,32.0,85.0,175.0,4.0,rio-2016,Athletics,Athletics
13881,Amber CAMPBELL,35.0,90.0,171.0,6.0,rio-2016,Athletics,Athletics
13884,Joanna FIODOROW,27.0,94.0,169.0,9.0,rio-2016,Athletics,Athletics
13887,Usain BOLT,29.0,95.0,196.0,1.0,rio-2016,Athletics,Athletics
13888,Usain BOLT,29.0,95.0,196.0,1.0,rio-2016,Athletics,Athletics
13889,Usain BOLT,29.0,95.0,196.0,1.0,rio-2016,Athletics,Athletics
13890,Justin GATLIN,34.0,80.0,186.0,2.0,rio-2016,Athletics,Athletics
13891,Justin GATLIN,34.0,80.0,186.0,2.0,rio-2016,Athletics,Athletics
13892,Justin GATLIN,34.0,80.0,186.0,2.0,rio-2016,Athletics,Athletics
13894,Yohan BLAKE,26.0,80.0,180.0,4.0,rio-2016,Athletics,Athletics
13895,Yohan BLAKE,26.0,80.0,180.0,4.0,rio-2016,Athletics,Athletics
13896,Yohan BLAKE,26.0,80.0,180.0,4.0,rio-2016,Athletics,Athletics
13897,Akani SIMBINE,22.0,74.0,176.0,5.0,rio-2016,Athletics,Athletics
13899,Jimmy VICAUT,24.0,83.0,188.0,7.0,rio-2016,Athletics,Athletics
13900,Jimmy VICAUT,24.0,83.0,188.0,7.0,rio-2016,Athletics,Athletics
13901,Trayvon BROMELL,21.0,70.0,175.0,8.0,rio-2016,Athletics,Athletics
13902,Trayvon BROMELL,21.0,70.0,175.0,8.0,rio-2016,Athletics,Athletics
13904,Jared TALLENT,31.0,58.0,178.0,2.0,rio-2016,Athletics,Athletics
13905,Hirooki ARAI,28.0,62.0,180.0,3.0,rio-2016,Athletics,Athletics
13906,Evan DUNFEE,25.0,70.0,182.0,4.0,rio-2016,Athletics,Athletics
13907,Evan DUNFEE,25.0,70.0,182.0,4.0,rio-2016,Athletics,Athletics
13909,Robert HEFFERNAN,38.0,58.0,171.0,6.0,rio-2016,Athletics,Athletics
13911,Yohann DINIZ,38.0,66.0,185.0,8.0,rio-2016,Athletics,Athletics
13912,Caio BONFIM,25.0,60.0,174.0,9.0,rio-2016,Athletics,Athletics
13913,Caio BONFIM,25.0,60.0,174.0,9.0,rio-2016,Athletics,Athletics
13991,Renaud LAVILLENIE,29.0,71.0,177.0,2.0,rio-2016,Athletics,Athletics
13992,Sam KENDRICKS,23.0,80.0,185.0,3.0,rio-2016,Athletics,Athletics
13993,Piotr LISEK,23.0,92.0,194.0,4.0,rio-2016,Athletics,Athletics
13996,Daichi SAWANO,35.0,74.0,183.0,7.0,rio-2016,Athletics,Athletics
13997,Michal BALNER,33.0,80.0,191.0,7.0,rio-2016,Athletics,Athletics
13999,Shawnacy BARBER,22.0,82.0,187.0,10.0,rio-2016,Athletics,Athletics
14002,Ruth JEBET,19.0,51.0,162.0,1.0,rio-2016,Athletics,Athletics
14004,Emma COBURN,25.0,54.0,173.0,3.0,rio-2016,Athletics,Athletics
14009,Colleen QUIGLEY,23.0,61.0,175.0,8.0,rio-2016,Athletics,Athletics
14010,Genevieve LACAZE,26.0,53.0,164.0,9.0,rio-2016,Athletics,Athletics
14011,Genevieve LACAZE,26.0,53.0,164.0,9.0,rio-2016,Athletics,Athletics
14180,Ashton EATON,28.0,81.0,186.0,1.0,rio-2016,Athletics,Athletics
14182,Damian WARNER,26.0,83.0,185.0,3.0,rio-2016,Athletics,Athletics
14183,Kai KAZMIREK,25.0,88.0,190.0,4.0,rio-2016,Athletics,Athletics
14184,Larbi BOURRADA,28.0,88.0,188.0,5.0,rio-2016,Athletics,Athletics
14188,Kurt FELIX,28.0,76.0,182.0,9.0,rio-2016,Athletics,Athletics
14212,Brianna ROLLINS,24.0,59.0,165.0,1.0,rio-2016,Athletics,Athletics
14213,Nia ALI,27.0,65.0,170.0,2.0,rio-2016,Athletics,Athletics
14214,Kristi CASTLIN,28.0,60.0,170.0,3.0,rio-2016,Athletics,Athletics
14215,Cindy OFILI,21.0,68.0,178.0,4.0,rio-2016,Athletics,Athletics
14216,Cindy ROLEDER,26.0,70.0,178.0,5.0,rio-2016,Athletics,Athletics
14217,Pedrya SEYMOUR,21.0,75.0,165.0,6.0,rio-2016,Athletics,Athletics
14219,Phylicia GEORGE,28.0,65.0,178.0,8.0,rio-2016,Athletics,Athletics
14220,Phylicia GEORGE,28.0,65.0,178.0,8.0,rio-2016,Athletics,Athletics
14223,Taoufik MAKHLOUFI,28.0,67.0,170.0,2.0,rio-2016,Athletics,Athletics
14224,Taoufik MAKHLOUFI,28.0,67.0,170.0,2.0,rio-2016,Athletics,Athletics
14225,Nicholas WILLIS,33.0,68.0,183.0,3.0,rio-2016,Athletics,Athletics
14228,Asbel KIPROP,27.0,63.0,190.0,6.0,rio-2016,Athletics,Athletics
14231,Ryan GREGSON,26.0,73.0,184.0,9.0,rio-2016,Athletics,Athletics
14232,Nathan BRANNEN,33.0,58.0,174.0,10.0,rio-2016,Athletics,Athletics
14237,Christoph HARTING,26.0,120.0,207.0,1.0,rio-2016,Athletics,Athletics
14239,Daniel JASINSKI,26.0,120.0,207.0,3.0,rio-2016,Athletics,Athletics
14240,Martin KUPPER,27.0,119.0,198.0,4.0,rio-2016,Athletics,Athletics
14241,Gerd KANTER,37.0,125.0,196.0,5.0,rio-2016,Athletics,Athletics
14244,Apostolos PARELLIS,31.0,110.0,186.0,8.0,rio-2016,Athletics,Athletics
14245,Philip MILANOV,25.0,110.0,198.0,9.0,rio-2016,Athletics,Athletics
14250,Sandi MORRIS,24.0,62.0,173.0,2.0,rio-2016,Athletics,Athletics
14251,Eliza MCCARTNEY,19.0,66.0,179.0,3.0,rio-2016,Athletics,Athletics
14252,Alana BOYD,32.0,59.0,171.0,4.0,rio-2016,Athletics,Athletics
14257,Martina STRUTZ,34.0,58.0,159.0,9.0,rio-2016,Athletics,Athletics
14267,Betsy SAINA,28.0,47.0,168.0,5.0,rio-2016,Athletics,Athletics
14269,Yasemin CAN,19.0,49.0,166.0,7.0,rio-2016,Athletics,Athletics
14270,Yasemin CAN,19.0,49.0,166.0,7.0,rio-2016,Athletics,Athletics
14303,Michelle CARTER,30.0,136.0,176.0,1.0,rio-2016,Athletics,Athletics
14307,Raven SAUNDERS,20.0,109.0,165.0,5.0,rio-2016,Athletics,Athletics
14308,Christina SCHWANITZ,30.0,115.0,180.0,6.0,rio-2016,Athletics,Athletics
14311,Geisa ARCANJO,24.0,92.0,180.0,9.0,rio-2016,Athletics,Athletics
14315,Usain BOLT,29.0,95.0,196.0,1.0,rio-2016,Athletics,Athletics
14316,Usain BOLT,29.0,95.0,196.0,1.0,rio-2016,Athletics,Athletics
14317,Usain BOLT,29.0,95.0,196.0,1.0,rio-2016,Athletics,Athletics
14320,Adam GEMILI,22.0,75.0,178.0,4.0,rio-2016,Athletics,Athletics
14321,Adam GEMILI,22.0,75.0,178.0,4.0,rio-2016,Athletics,Athletics
14322,Churandy MARTINA,32.0,76.0,180.0,5.0,rio-2016,Athletics,Athletics
14323,Churandy MARTINA,32.0,76.0,180.0,5.0,rio-2016,Athletics,Athletics
14326,Ramil GULIYEV,26.0,80.0,186.0,8.0,rio-2016,Athletics,Athletics
14327,Ramil GULIYEV,26.0,80.0,186.0,8.0,rio-2016,Athletics,Athletics
14330,Ryan CROUSER,23.0,125.0,201.0,1.0,rio-2016,Athletics,Athletics
14332,Tomas WALSH,24.0,120.0,185.0,3.0,rio-2016,Athletics,Athletics
14334,Darlan ROMANI,25.0,90.0,187.0,5.0,rio-2016,Athletics,Athletics
14335,Tomasz MAJEWSKI,34.0,142.0,204.0,6.0,rio-2016,Athletics,Athletics
14336,David STORL,26.0,117.0,198.0,7.0,rio-2016,Athletics,Athletics
14339,Damien BIRKINHEAD,23.0,140.0,190.0,10.0,rio-2016,Athletics,Athletics
14341,Nafissatou THIAM,21.0,69.0,184.0,1.0,rio-2016,Athletics,Athletics
14346,Katarina JOHNSON-THOMPSON,23.0,68.0,183.0,6.0,rio-2016,Athletics,Athletics
14349,Jennifer OESER,32.0,68.0,175.0,9.0,rio-2016,Athletics,Athletics
14350,Anouk VETTER,23.0,65.0,173.0,10.0,rio-2016,Athletics,Athletics
14378,Senbere TEFERI,21.0,52.0,168.0,5.0,rio-2016,Athletics,Athletics
14379,Yasemin CAN,19.0,49.0,166.0,6.0,rio-2016,Athletics,Athletics
14380,Yasemin CAN,19.0,49.0,166.0,6.0,rio-2016,Athletics,Athletics
14396,Julius YEGO,27.0,94.0,175.0,2.0,rio-2016,Athletics,Athletics
14397,Keshorn WALCOTT,23.0,90.0,183.0,3.0,rio-2016,Athletics,Athletics
14398,Johannes VETTER,23.0,103.0,188.0,4.0,rio-2016,Athletics,Athletics
14400,Antti RUUSKANEN,32.0,86.0,189.0,6.0,rio-2016,Athletics,Athletics
14402,Jakub VADLEJCH,25.0,93.0,191.0,8.0,rio-2016,Athletics,Athletics
14403,Julian WEBER,21.0,98.0,191.0,9.0,rio-2016,Athletics,Athletics
14404,Braian TOLEDO,22.0,100.0,187.0,10.0,rio-2016,Athletics,Athletics
14410,Keturah ORJI,20.0,61.0,165.0,4.0,rio-2016,Athletics,Athletics
14411,Hanna KNYAZYEVA-MINENKO,26.0,62.0,179.0,5.0,rio-2016,Athletics,Athletics
14413,Kimberly WILLIAMS,27.0,62.0,178.0,7.0,rio-2016,Athletics,Athletics
14415,Susana COSTA,31.0,63.0,178.0,9.0,rio-2016,Athletics,Athletics
14419,Eliud KIPCHOGE,31.0,57.0,167.0,1.0,rio-2016,Athletics,Athletics
14420,Feyisa LILESA,26.0,67.0,175.0,2.0,rio-2016,Athletics,Athletics
14421,Galen RUPP,30.0,61.0,181.0,3.0,rio-2016,Athletics,Athletics
14422,Galen RUPP,30.0,61.0,181.0,3.0,rio-2016,Athletics,Athletics
14425,Jared WARD,27.0,66.0,178.0,6.0,rio-2016,Athletics,Athletics
14426,Tadesse ABRAHAM,33.0,61.0,178.0,7.0,rio-2016,Athletics,Athletics
14428,Callum HAWKINS,24.0,62.0,179.0,9.0,rio-2016,Athletics,Athletics
14429,Eric GILLIS,36.0,58.0,172.0,10.0,rio-2016,Athletics,Athletics
14575,Kerron CLEMENT,30.0,86.0,188.0,1.0,rio-2016,Athletics,Athletics
14578,Thomas BARR,24.0,73.0,183.0,4.0,rio-2016,Athletics,Athletics
14579,Annsert WHYTE,28.0,86.0,188.0,5.0,rio-2016,Athletics,Athletics
14583,Brittney REESE,29.0,61.0,173.0,2.0,rio-2016,Athletics,Athletics
14585,Malaika MIHAMBO,22.0,55.0,170.0,4.0,rio-2016,Athletics,Athletics
14586,Ese BRUME,20.0,58.0,167.0,5.0,rio-2016,Athletics,Athletics
14587,Ksenija BALTA,29.0,51.0,169.0,6.0,rio-2016,Athletics,Athletics
14588,Brooke STRATTON,23.0,58.0,168.0,7.0,rio-2016,Athletics,Athletics
14589,Jazmin SAWYERS,22.0,61.0,160.0,8.0,rio-2016,Athletics,Athletics
14590,Darya KLISHINA,25.0,57.0,180.0,9.0,rio-2016,Athletics,Athletics
14591,Sosthene MOGUENARA,26.0,65.0,180.0,10.0,rio-2016,Athletics,Athletics
14594,Christian TAYLOR,26.0,81.0,188.0,1.0,rio-2016,Athletics,Athletics
14600,Troy DORIS,27.0,74.0,172.0,7.0,rio-2016,Athletics,Athletics
14608,Kirani JAMES,23.0,66.0,180.0,2.0,rio-2016,Athletics,Athletics
14610,Machel CEDENIO,20.0,70.0,183.0,4.0,rio-2016,Athletics,Athletics
14611,Machel CEDENIO,20.0,70.0,183.0,4.0,rio-2016,Athletics,Athletics
14612,Karabo SIBANDA,18.0,70.0,185.0,5.0,rio-2016,Athletics,Athletics
14613,Karabo SIBANDA,18.0,70.0,185.0,5.0,rio-2016,Athletics,Athletics
14615,Bralon TAPLIN,24.0,75.0,180.0,7.0,rio-2016,Athletics,Athletics
14616,Matthew HUDSON-SMITH,21.0,78.0,194.0,8.0,rio-2016,Athletics,Athletics
14617,Matthew HUDSON-SMITH,21.0,78.0,194.0,8.0,rio-2016,Athletics,Athletics
14626,Julia FISCHER,26.0,98.0,192.0,9.0,rio-2016,Athletics,Athletics
14629,Elaine THOMPSON,24.0,57.0,167.0,1.0,rio-2016,Athletics,Athletics
14630,Elaine THOMPSON,24.0,57.0,167.0,1.0,rio-2016,Athletics,Athletics
14631,Elaine THOMPSON,24.0,57.0,167.0,1.0,rio-2016,Athletics,Athletics
14633,Shelly-Ann FRASER-PRYCE,29.0,57.0,160.0,3.0,rio-2016,Athletics,Athletics
14634,Shelly-Ann FRASER-PRYCE,29.0,57.0,160.0,3.0,rio-2016,Athletics,Athletics
14636,Dafne SCHIPPERS,24.0,70.0,179.0,5.0,rio-2016,Athletics,Athletics
14637,Dafne SCHIPPERS,24.0,70.0,179.0,5.0,rio-2016,Athletics,Athletics
14638,Dafne SCHIPPERS,24.0,70.0,179.0,5.0,rio-2016,Athletics,Athletics
14639,Michelle-Lee AHYE,24.0,64.0,160.0,6.0,rio-2016,Athletics,Athletics
14640,Michelle-Lee AHYE,24.0,64.0,160.0,6.0,rio-2016,Athletics,Athletics
14641,Michelle-Lee AHYE,24.0,64.0,160.0,6.0,rio-2016,Athletics,Athletics
14642,English GARDNER,24.0,55.0,168.0,7.0,rio-2016,Athletics,Athletics
14643,English GARDNER,24.0,55.0,168.0,7.0,rio-2016,Athletics,Athletics
14644,Christania WILLIAMS,21.0,63.0,165.0,8.0,rio-2016,Athletics,Athletics
14645,Christania WILLIAMS,21.0,63.0,165.0,8.0,rio-2016,Athletics,Athletics
14648,Mirela DEMIREVA,26.0,58.0,180.0,2.0,rio-2016,Athletics,Athletics
14651,Alessia TROST,23.0,68.0,188.0,5.0,rio-2016,Athletics,Athletics
14652,Levern SPENCER,32.0,48.0,179.0,6.0,rio-2016,Athletics,Athletics
14653,Sofie SKOOG,26.0,74.0,180.0,7.0,rio-2016,Athletics,Athletics
14654,Marie-Laurence JUNGFLEISCH,25.0,68.0,182.0,7.0,rio-2016,Athletics,Athletics
14656,Morgan LAKE,19.0,68.0,180.0,10.0,rio-2016,Athletics,Athletics
14657,Inika MCPHERSON,29.0,52.0,165.0,10.0,rio-2016,Athletics,Athletics
14665,Zhen WANG,30.0,80.0,174.0,1.0,rio-2016,Athletics,Athletics
14667,Dane BIRD-SMITH,24.0,72.0,187.0,3.0,rio-2016,Athletics,Athletics
14668,Caio BONFIM,25.0,60.0,174.0,4.0,rio-2016,Athletics,Athletics
14669,Caio BONFIM,25.0,60.0,174.0,4.0,rio-2016,Athletics,Athletics
14670,Christopher LINKE,27.0,66.0,191.0,5.0,rio-2016,Athletics,Athletics
14672,Daisuke MATSUNAGA,21.0,60.0,174.0,7.0,rio-2016,Athletics,Athletics
14673,Matteo GIUPPONI,27.0,61.0,185.0,8.0,rio-2016,Athletics,Athletics
14674,Matteo GIUPPONI,27.0,61.0,185.0,8.0,rio-2016,Athletics,Athletics
14676,Evan DUNFEE,25.0,70.0,182.0,10.0,rio-2016,Athletics,Athletics
14677,Evan DUNFEE,25.0,70.0,182.0,10.0,rio-2016,Athletics,Athletics
14748,Dimitri BASCOU,29.0,80.0,181.0,3.0,rio-2016,Athletics,Athletics
14749,Pascal MARTINOT-LAGARDE,24.0,85.0,189.0,4.0,rio-2016,Athletics,Athletics
14750,Devon ALLEN,21.0,84.0,185.0,5.0,rio-2016,Athletics,Athletics
14751,Johnathan CABRAL,23.0,84.0,190.0,6.0,rio-2016,Athletics,Athletics
14752,Milan TRAJKOVIC,24.0,82.0,187.0,7.0,rio-2016,Athletics,Athletics
14753,Sara KOLAK,21.0,74.0,170.0,1.0,rio-2016,Athletics,Athletics
14754,Sunette VILJOEN,32.0,72.0,170.0,2.0,rio-2016,Athletics,Athletics
14756,Maria ANDREJCZYK,20.0,77.0,174.0,4.0,rio-2016,Athletics,Athletics
14758,Kathryn MITCHELL,34.0,72.0,168.0,6.0,rio-2016,Athletics,Athletics
14762,Madara PALAMEIKA,29.0,76.0,184.0,10.0,rio-2016,Athletics,Athletics
14766,Dalilah MUHAMMAD,26.0,55.0,173.0,1.0,rio-2016,Athletics,Athletics
14768,Ashley SPENCER,23.0,59.0,178.0,3.0,rio-2016,Athletics,Athletics
14770,Ristananna TRACEY,24.0,68.0,178.0,5.0,rio-2016,Athletics,Athletics
14771,Leah NUGENT,23.0,66.0,173.0,6.0,rio-2016,Athletics,Athletics
14772,Janieve RUSSELL,22.0,64.0,175.0,7.0,rio-2016,Athletics,Athletics
14774,Conseslus KIPRUTO,21.0,58.0,167.0,1.0,rio-2016,Athletics,Athletics
14775,Evan JAGER,27.0,65.0,188.0,2.0,rio-2016,Athletics,Athletics
14778,Yoann KOWAL,29.0,58.0,172.0,5.0,rio-2016,Athletics,Athletics
14780,Hillary BOR,26.0,52.0,168.0,7.0,rio-2016,Athletics,Athletics
14781,Donald CABRAL,26.0,68.0,178.0,8.0,rio-2016,Athletics,Athletics
14783,Matthew HUGHES,27.0,66.0,180.0,10.0,rio-2016,Athletics,Athletics
14788,Jarrion LAWSON,22.0,78.0,188.0,4.0,rio-2016,Athletics,Athletics
14789,Jarrion LAWSON,22.0,78.0,188.0,4.0,rio-2016,Athletics,Athletics
14790,Jianan WANG,33.0,77.0,177.0,5.0,rio-2016,Athletics,Athletics
14792,Henry FRAYNE,26.0,83.0,188.0,7.0,rio-2016,Athletics,Athletics
14795,Fabrice LAPIERRE,32.0,69.0,179.0,10.0,rio-2016,Athletics,Athletics
14798,Elaine THOMPSON,24.0,57.0,167.0,1.0,rio-2016,Athletics,Athletics
14799,Elaine THOMPSON,24.0,57.0,167.0,1.0,rio-2016,Athletics,Athletics
14800,Elaine THOMPSON,24.0,57.0,167.0,1.0,rio-2016,Athletics,Athletics
14801,Dafne SCHIPPERS,24.0,70.0,179.0,2.0,rio-2016,Athletics,Athletics
14802,Dafne SCHIPPERS,24.0,70.0,179.0,2.0,rio-2016,Athletics,Athletics
14803,Dafne SCHIPPERS,24.0,70.0,179.0,2.0,rio-2016,Athletics,Athletics
14807,Michelle-Lee AHYE,24.0,64.0,160.0,6.0,rio-2016,Athletics,Athletics
14808,Michelle-Lee AHYE,24.0,64.0,160.0,6.0,rio-2016,Athletics,Athletics
14809,Michelle-Lee AHYE,24.0,64.0,160.0,6.0,rio-2016,Athletics,Athletics
14810,Deajah STEVENS,21.0,65.0,175.0,7.0,rio-2016,Athletics,Athletics
14811,Ivet LALOVA-COLLIO,32.0,56.0,168.0,8.0,rio-2016,Athletics,Athletics
14812,Ivet LALOVA-COLLIO,32.0,56.0,168.0,8.0,rio-2016,Athletics,Athletics
14816,Antonella PALMISANO,24.0,45.0,165.0,4.0,rio-2016,Athletics,Athletics
14818,Ana CABECINHA,32.0,48.0,163.0,6.0,rio-2016,Athletics,Athletics
14821,Regan LAMBLE,24.0,55.0,174.0,9.0,rio-2016,Athletics,Athletics
14887,Mohamed FARAH,33.0,58.0,175.0,1.0,rio-2016,Athletics,Athletics
14888,Mohamed FARAH,33.0,58.0,175.0,1.0,rio-2016,Athletics,Athletics
14891,Mohammed AHMED,25.0,56.0,182.0,4.0,rio-2016,Athletics,Athletics
14892,Mohammed AHMED,25.0,56.0,182.0,4.0,rio-2016,Athletics,Athletics
14893,Bernard LAGAT,41.0,58.0,173.0,5.0,rio-2016,Athletics,Athletics
14894,Andrew BUTCHART,24.0,64.0,175.0,6.0,rio-2016,Athletics,Athletics
14906,Francine NIYONSABA,23.0,60.0,166.0,2.0,rio-2016,Athletics,Athletics
14908,Melissa BISHOP,27.0,56.0,173.0,4.0,rio-2016,Athletics,Athletics
14910,Lynsey SHARP,26.0,58.0,174.0,6.0,rio-2016,Athletics,Athletics
14912,Kate GRACE,27.0,55.0,173.0,8.0,rio-2016,Athletics,Athletics
14914,Mohamed FARAH,33.0,58.0,175.0,1.0,rio-2016,Athletics,Athletics
14915,Mohamed FARAH,33.0,58.0,175.0,1.0,rio-2016,Athletics,Athletics
14918,Yigrem DEMELASH,22.0,48.0,167.0,4.0,rio-2016,Athletics,Athletics
14919,Galen RUPP,30.0,61.0,181.0,5.0,rio-2016,Athletics,Athletics
14920,Galen RUPP,30.0,61.0,181.0,5.0,rio-2016,Athletics,Athletics
14924,Nguse AMLOSOM,29.0,56.0,180.0,9.0,rio-2016,Athletics,Athletics
14955,Allyson FELIX,30.0,56.0,168.0,2.0,rio-2016,Athletics,Athletics
14956,Allyson FELIX,30.0,56.0,168.0,2.0,rio-2016,Athletics,Athletics
14957,Allyson FELIX,30.0,56.0,168.0,2.0,rio-2016,Athletics,Athletics
14958,Shericka JACKSON,22.0,61.0,173.0,3.0,rio-2016,Athletics,Athletics
14959,Shericka JACKSON,22.0,61.0,173.0,3.0,rio-2016,Athletics,Athletics
14960,Natasha HASTINGS,30.0,68.0,173.0,4.0,rio-2016,Athletics,Athletics
14961,Natasha HASTINGS,30.0,68.0,173.0,4.0,rio-2016,Athletics,Athletics
14962,Phyllis FRANCIS,24.0,72.0,180.0,5.0,rio-2016,Athletics,Athletics
14963,Phyllis FRANCIS,24.0,72.0,180.0,5.0,rio-2016,Athletics,Athletics
14974,Iryna DEKHA,20.0,86.0,174.0,5.0,rio-2016,Weightlifting,Weightlifting
14979,Sona POGHOSYAN,18.0,75.0,158.0,10.0,rio-2016,Weightlifting,Weightlifting
14987,Karina GORICHEVA,23.0,63.0,160.0,3.0,rio-2016,Weightlifting,Weightlifting
14990,Giorgia BORDIGNON,29.0,63.0,161.0,6.0,rio-2016,Weightlifting,Weightlifting
14993,Namika MATSUMOTO,24.0,63.0,158.0,9.0,rio-2016,Weightlifting,Weightlifting
15000,Ruslan NURUDINOV,24.0,109.0,183.0,1.0,rio-2016,Weightlifting,Weightlifting
15001,Simon MARTIROSYAN,19.0,105.0,181.0,2.0,rio-2016,Weightlifting,Weightlifting
15006,Arkadiusz MICHALSKI,26.0,105.0,180.0,7.0,rio-2016,Weightlifting,Weightlifting
15019,Sinphet KRUAITHONG,20.0,56.0,159.0,3.0,rio-2016,Weightlifting,Weightlifting
15020,Arli CHONTEY,24.0,56.0,150.0,4.0,rio-2016,Weightlifting,Weightlifting
15023,Mirco SCARANTINO,21.0,56.0,166.0,7.0,rio-2016,Weightlifting,Weightlifting
15025,Witoon MINGMOON,20.0,56.0,157.0,9.0,rio-2016,Weightlifting,Weightlifting
15037,Hidilyn DIAZ,25.0,53.0,149.0,2.0,rio-2016,Weightlifting,Weightlifting
15039,Rebeka KOHA,18.0,52.0,157.0,4.0,rio-2016,Weightlifting,Weightlifting
15041,Kanae YAGI,24.0,52.0,154.0,6.0,rio-2016,Weightlifting,Weightlifting
15042,Dewi SAFITRI,23.0,53.0,151.0,7.0,rio-2016,Weightlifting,Weightlifting
15043,Evagjelia VELI,25.0,52.0,160.0,8.0,rio-2016,Weightlifting,Weightlifting
15049,Kianoush ROSTAMI,25.0,85.0,177.0,1.0,rio-2016,Weightlifting,Weightlifting
15051,Denis ULANOV,22.0,85.0,175.0,3.0,rio-2016,Weightlifting,Weightlifting
15052,Oleksandr PIELIESHENKO,22.0,85.0,170.0,4.0,rio-2016,Weightlifting,Weightlifting
15075,Farkhad KHARKI,25.0,62.0,160.0,3.0,rio-2016,Weightlifting,Weightlifting
15076,Yoichi ITOKAZU,25.0,64.0,160.0,4.0,rio-2016,Weightlifting,Weightlifting
15077,Ahmed SAAD,29.0,56.0,160.0,5.0,rio-2016,Weightlifting,Weightlifting
15078,Ahmed SAAD,27.0,85.0,165.0,5.0,rio-2016,Weightlifting,Weightlifting
15079,Morea BARU,26.0,62.0,162.0,6.0,rio-2016,Weightlifting,Weightlifting
15091,Lasha TALAKHADZE,22.0,160.0,197.0,1.0,rio-2016,Weightlifting,Weightlifting
15092,Gor MINASYAN,21.0,140.0,180.0,2.0,rio-2016,Weightlifting,Weightlifting
15094,Ruben ALEKSANYAN,26.0,150.0,180.0,4.0,rio-2016,Weightlifting,Weightlifting
15097,Mart SEIM,25.0,152.0,185.0,7.0,rio-2016,Weightlifting,Weightlifting
15099,Almir VELAGIC,34.0,150.0,183.0,9.0,rio-2016,Weightlifting,Weightlifting
15115,Sohrab MORADI,27.0,97.0,170.0,1.0,rio-2016,Weightlifting,Weightlifting
15118,Sarat SUMPRADIT,22.0,94.0,181.0,4.0,rio-2016,Weightlifting,Weightlifting
15120,Dmytro CHUMAK,26.0,95.0,171.0,6.0,rio-2016,Weightlifting,Weightlifting
15121,Ali HASHEMI,24.0,93.0,178.0,7.0,rio-2016,Weightlifting,Weightlifting
15123,Volodymyr HOZA,20.0,94.0,183.0,9.0,rio-2016,Weightlifting,Weightlifting
15136,Zhazira ZHAPPARKUL,22.0,69.0,155.0,2.0,rio-2016,Weightlifting,Weightlifting
15144,Rebekah TILER,17.0,65.0,163.0,10.0,rio-2016,Weightlifting,Weightlifting
15154,Sarah ROBLES,28.0,141.0,178.0,3.0,rio-2016,Weightlifting,Weightlifting
15159,Andreea AANEI,22.0,125.0,170.0,8.0,rio-2016,Weightlifting,Weightlifting
15172,Briken CALJA,26.0,69.0,170.0,5.0,rio-2016,Weightlifting,Weightlifting
15173,Serghei CECHIR,25.0,72.0,172.0,6.0,rio-2016,Weightlifting,Weightlifting
15189,Sukanya SRISURAT,21.0,58.0,155.0,1.0,rio-2016,Weightlifting,Weightlifting
